State,City,Station_Name,Last_Update,Latitude,Longitude,PM2.5_Min,PM2.5_Max,PM2.5_Avg,PM10_Min,PM10_Max,PM10_Avg,SO2_Min,SO2_Max,SO2_Avg,CO_Min,CO_Max,CO_Avg,OZONE_Min,OZONE_Max,OZONE_Avg,AQI_Value,Predominant_Parameter,NO2_Min,NO2_Max,NO2_Avg,Year,Month,Month_Name
Bihar,Saharsa,"Police Line, Saharsa - BSPCB",2023-11-20 12:00:00,25.892357,86.590325,15.0,385.0,219.0,58.0,336.0,153.0,2.0,2.0,2.0,12.0,16.0,15.0,3.0,79.0,20.0,219.0,PM2.5,7.0,8.0,7.0,2023,11,November
Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",2023-11-20 12:00:00,25.859655,85.77944,43.0,312.0,169.0,41.0,165.0,92.0,14.0,17.0,16.0,30.0,38.0,35.0,6.0,9.0,8.0,169.0,PM2.5,2.0,6.0,4.0,2023,11,November
Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",2023-11-20 12:00:00,24.952822,84.002396,21.0,164.0,59.0,22.0,129.0,62.0,7.0,18.0,12.0,14.0,46.0,29.0,4.0,5.0,4.0,62.0,PM10,7.0,22.0,13.0,2023,11,November
Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",2023-11-20 12:00:00,26.2271665,84.3570427,57.5,229.0,122.5,75.0,166.0,117.0,2.0,67.0,22.0,83.0,149.0,130.0,15.0,109.0,35.0,137.0,Unknown,32.0,101.0,75.0,2023,11,November
Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",2023-11-20 12:00:00,30.735567,76.775714,47.0,302.0,107.0,80.0,285.0,134.0,4.0,72.0,13.0,23.0,108.0,31.0,3.0,148.0,30.0,134.0,PM10,16.0,136.0,58.0,2023,11,November
Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",2023-11-20 12:00:00,30.751462,76.762879,85.0,168.0,112.0,101.0,152.0,120.0,5.0,28.0,10.0,20.0,104.0,39.0,4.0,44.0,5.0,120.0,PM10,6.0,38.0,16.0,2023,11,November
Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",2023-11-20 12:00:00,30.719859,76.738637,48.0,307.0,132.0,73.0,192.0,124.0,2.0,79.0,13.0,42.0,130.0,68.0,2.0,45.0,7.0,132.0,PM2.5,21.0,99.0,57.0,2023,11,November
Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",2023-11-20 12:00:00,21.194815,81.31477,63.0,100.0,82.0,69.0,121.0,99.0,10.0,12.0,11.0,29.0,46.0,36.0,4.0,7.0,4.0,99.0,PM10,15.0,24.0,19.0,2023,11,November
Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",2023-11-20 12:00:00,21.185571,81.343175,28.0,60.0,41.0,30.0,76.0,49.0,8.0,17.0,11.0,27.0,62.0,40.0,9.0,47.0,16.0,49.0,PM10,4.0,7.0,6.0,2023,11,November
Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",2023-11-20 12:00:00,21.224231,81.40835,49.0,148.0,86.0,62.0,130.0,104.0,15.0,80.0,43.0,12.0,36.0,24.0,25.0,84.0,37.0,104.0,PM10,21.0,57.0,38.0,2023,11,November
Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",2023-11-20 12:00:00,22.08815,82.13737,18.0,48.0,29.0,25.0,69.0,40.0,7.0,18.0,12.0,22.0,78.0,41.0,8.0,61.0,22.0,40.0,PM10,6.0,6.0,6.0,2023,11,November
Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",2023-11-20 12:00:00,22.118125,83.140608,18.0,47.0,34.0,25.0,88.0,49.0,6.0,39.0,13.0,40.0,95.0,62.0,5.0,57.0,14.0,62.0,CO,6.0,57.0,16.0,2023,11,November
Chhattisgarh,Korba,"Rampur, Korba - CECB",2023-11-20 12:00:00,22.368195,82.746431,18.0,53.0,26.0,14.0,133.0,61.0,6.0,9.0,8.0,14.0,26.0,23.0,8.0,61.0,22.0,61.0,PM10,23.0,31.0,27.0,2023,11,November
Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",2023-11-20 12:00:00,22.348441,82.549611,9.0,36.0,23.0,22.0,87.0,42.0,8.0,13.0,10.0,20.0,34.0,23.0,47.0,50.0,47.0,61.0,NO2,57.0,65.0,61.0,2023,11,November
Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",2023-11-20 12:00:00,22.1910172,83.5197009,7.0,32.0,18.0,11.0,111.0,31.0,7.0,11.0,9.0,16.0,30.0,20.0,9.0,61.0,25.0,31.0,PM10,7.0,27.0,13.0,2023,11,November
Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",2023-11-20 12:00:00,21.258815,81.578979,57.5,229.0,122.5,75.0,166.0,117.0,7.0,18.0,12.0,22.0,78.0,41.0,8.0,61.0,22.0,137.0,Unknown,14.0,40.5,26.0,2023,11,November
Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",2023-11-20 12:00:00,21.219665,81.630094,34.0,59.0,43.0,31.0,75.0,49.0,3.0,4.0,3.0,28.0,76.0,37.0,3.0,23.0,4.0,49.0,PM10,38.0,69.0,46.0,2023,11,November
Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",2023-11-20 12:00:00,21.371751,81.664929,27.0,53.0,40.0,60.0,193.0,104.0,2.0,6.0,3.0,31.0,59.0,49.0,3.0,10.0,3.0,104.0,PM10,11.0,31.0,24.0,2023,11,November
Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",2023-11-20 12:00:00,22.06631475,83.33820077,57.5,229.0,122.5,75.0,166.0,117.0,7.0,18.0,12.0,24.0,26.0,26.0,36.0,42.0,36.0,137.0,Unknown,14.0,40.5,26.0,2023,11,November
Delhi,Delhi,"Alipur, Delhi - DPCC",2023-11-20 12:00:00,28.815329,77.15301,303.0,443.0,365.0,127.0,348.0,210.0,2.0,23.0,9.0,35.0,112.0,70.0,5.0,199.0,17.0,365.0,PM2.5,22.0,110.0,48.0,2023,11,November
Delhi,Delhi,"Anand Vihar, Delhi - DPCC",2023-11-20 12:00:00,28.647622,77.315809,187.0,500.0,359.0,133.0,500.0,323.0,1.0,18.0,7.0,22.0,78.0,41.0,7.0,241.0,48.0,359.0,PM2.5,22.0,80.0,51.0,2023,11,November
Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",2023-11-20 12:00:00,28.695381,77.181665,136.0,367.0,309.0,157.0,447.0,343.0,4.0,11.0,6.0,22.0,78.0,41.0,2.0,7.0,3.0,343.0,PM10,22.0,52.0,35.0,2023,11,November
Delhi,Delhi,"Aya Nagar, Delhi - IMD",2023-11-20 12:00:00,28.4706914,77.1099364,156.0,356.0,261.0,143.0,412.0,206.0,7.0,18.0,12.0,53.0,95.0,86.0,20.0,29.0,22.0,261.0,PM2.5,6.0,7.0,7.0,2023,11,November
Delhi,Delhi,"Bawana, Delhi - DPCC",2023-11-20 12:00:00,28.7762,77.051074,309.0,500.0,416.0,177.0,500.0,367.0,3.0,9.0,4.0,45.0,125.0,100.0,4.0,131.0,36.0,416.0,PM2.5,9.0,83.0,26.0,2023,11,November
Delhi,Delhi,"Burari Crossing, Delhi - IMD",2023-11-20 12:00:00,28.7256504,77.2011573,148.0,397.0,320.0,115.0,400.0,247.0,7.0,18.0,12.0,109.0,119.0,117.0,8.0,139.0,12.0,320.0,PM2.5,4.0,7.0,6.0,2023,11,November
Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",2023-11-20 12:00:00,28.5512005,77.2735737,74.0,343.0,259.0,108.0,397.0,229.0,7.0,18.0,12.0,12.0,108.0,106.0,15.0,71.0,38.0,259.0,PM2.5,23.0,33.0,27.0,2023,11,November
Delhi,Delhi,"DTU, Delhi - CPCB",2023-11-20 12:00:00,28.7500499,77.1112615,74.0,336.0,220.0,141.0,455.0,283.0,31.0,33.0,32.0,46.0,116.0,102.0,6.0,23.0,7.0,283.0,PM10,136.0,401.0,245.0,2023,11,November
Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",2023-11-20 12:00:00,28.498571,77.26484,257.0,423.0,340.0,141.0,402.0,226.0,3.0,22.0,6.0,40.0,117.0,103.0,3.0,98.0,24.0,340.0,PM2.5,13.0,74.0,38.0,2023,11,November
Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",2023-11-20 12:00:00,28.5710274,77.0719006,277.0,500.0,384.0,163.0,500.0,343.0,2.0,8.0,4.0,32.0,130.0,110.0,2.0,59.0,4.0,384.0,PM2.5,26.0,117.0,63.0,2023,11,November
Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",2023-11-20 12:00:00,28.5627763,77.1180053,208.0,436.0,328.0,129.0,366.0,242.0,7.0,18.0,12.0,46.0,132.0,119.0,1.0,76.0,5.0,328.0,PM2.5,6.0,49.0,26.0,2023,11,November
Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",2023-11-20 12:00:00,28.6811736,77.3025234,113.0,370.0,248.0,122.0,412.0,189.0,13.0,42.0,18.0,52.0,118.0,86.0,10.0,144.0,24.0,248.0,PM2.5,14.0,28.0,21.0,2023,11,November
Delhi,Delhi,"ITO, Delhi - CPCB",2023-11-20 12:00:00,28.628624,77.24106,228.0,415.0,321.0,129.0,371.0,204.0,4.0,26.0,15.0,14.0,148.0,110.0,37.0,105.0,38.0,321.0,PM2.5,52.0,419.0,242.0,2023,11,November
Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",2023-11-20 12:00:00,28.73282,77.170633,277.0,469.0,402.0,165.0,477.0,377.0,11.0,48.0,21.0,40.0,124.0,83.0,10.0,102.0,18.0,402.0,PM2.5,11.0,28.0,20.0,2023,11,November
Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",2023-11-20 12:00:00,28.58028,77.233829,223.0,407.0,325.0,139.0,328.0,208.0,1.0,33.0,12.0,18.0,141.0,106.0,13.0,101.0,31.0,325.0,PM2.5,12.0,123.0,33.0,2023,11,November
Delhi,Delhi,"Lodhi Road, Delhi - IMD",2023-11-20 12:00:00,28.5918245,77.2273074,186.0,386.0,283.0,134.0,318.0,172.0,7.0,18.0,12.0,97.0,124.0,122.0,8.0,98.0,28.0,283.0,PM2.5,6.0,8.0,7.0,2023,11,November
Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",2023-11-20 12:00:00,28.611281,77.237738,257.0,429.0,332.0,143.0,416.0,238.0,1.0,9.0,6.0,20.0,104.0,83.0,8.0,74.0,17.0,332.0,PM2.5,11.0,101.0,44.0,2023,11,November
Delhi,Delhi,"Mandir Marg, Delhi - DPCC",2023-11-20 12:00:00,28.636429,77.201067,110.0,473.0,336.0,113.0,417.0,210.0,1.0,8.0,5.0,5.0,105.0,75.0,2.0,29.0,16.0,336.0,PM2.5,52.0,81.0,66.0,2023,11,November
Delhi,Delhi,"Mundka, Delhi - DPCC",2023-11-20 12:00:00,28.684678,77.076574,302.0,500.0,384.0,157.0,500.0,324.0,11.0,22.0,16.0,28.0,149.0,83.0,6.0,70.0,13.0,384.0,PM2.5,29.0,143.0,78.0,2023,11,November
Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",2023-11-20 12:00:00,28.60909,77.0325413,253.0,416.0,345.0,155.0,364.0,252.0,14.0,23.0,18.0,38.0,120.0,89.0,14.0,82.0,23.0,345.0,PM2.5,20.0,81.0,52.0,2023,11,November
Delhi,Delhi,"Najafgarh, Delhi - DPCC",2023-11-20 12:00:00,28.570173,76.933762,240.0,385.0,326.0,129.0,279.0,182.0,2.0,6.0,4.0,25.0,82.0,68.0,1.0,82.0,1.0,326.0,PM2.5,8.0,38.0,22.0,2023,11,November
Delhi,Delhi,"Narela, Delhi - DPCC",2023-11-20 12:00:00,28.822836,77.101981,297.0,432.0,374.0,168.0,421.0,322.0,1.0,11.0,4.0,5.0,119.0,61.0,6.0,72.0,12.0,374.0,PM2.5,17.0,93.0,52.0,2023,11,November
Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",2023-11-20 12:00:00,28.56789,77.250515,301.0,500.0,388.0,152.0,445.0,281.0,7.0,19.0,13.0,2.0,132.0,63.0,2.0,252.0,9.0,388.0,PM2.5,28.0,224.0,94.0,2023,11,November
Delhi,Delhi,"New Moti Bagh, Delhi - MHUA",2023-11-20 12:00:00,28.57834,77.184,302.0,456.0,346.0,75.0,166.0,117.0,7.0,18.0,12.0,36.0,141.0,127.0,8.0,61.0,22.0,346.0,PM2.5,1.0,16.0,6.0,2023,11,November
Delhi,Delhi,"North Campus, DU, Delhi - IMD",2023-11-20 12:00:00,28.6573814,77.1585447,239.0,424.0,341.0,121.0,409.0,246.0,7.0,18.0,12.0,68.0,120.0,112.0,14.0,67.0,20.0,341.0,PM2.5,25.0,61.0,39.0,2023,11,November
Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",2023-11-20 12:00:00,28.530785,77.271255,233.0,444.0,370.0,146.0,431.0,319.0,8.0,26.0,14.0,14.0,179.0,96.0,4.0,74.0,17.0,370.0,PM2.5,33.0,184.0,94.0,2023,11,November
